2175	2172	2174	2176	2182	2173	2181	2177	2178	2179	2180
1:840001-29060000	2.4672131147541	2.02861685214626	2.02970297029703	2.15037593984962	2.18441558441558	2	2.0990990990991	2.16666666666667	2.04444444444444	2.01549295774648	2.01910828025478
1:29060001-143700000	2	2	2	2	2	2	2	2	2	2	2
1:145680001-208240000	2	2.0127186009539	2	2.00751879699248	2.0025974025974	2	2	2	2.02222222222222	2	2
1:218520001-248400000	2.80327868852459	2.19872813990461	2.61386138613861	2.15037593984962	2.79480519480519	2.70731707317073	2.84684684684685	2.08333333333333	2.13333333333333	2.79577464788732	2.55414012738854
2:60001-32840000	2.01639344262295	2.01112877583466	2.05940594059406	2.02255639097744	2.03636363636364	2	2.04504504504505	2	2.02222222222222	2.01830985915493	2.03184713375796
2:32900001-88960000	2.00409836065574	2.00476947535771	2.00990099009901	2	2.00779220779221	2.02439024390244	2	2	2	2.00140845070423	2
2:91820001-242020000	2	2	2	2	2	2	2	2	2	2	2
3:40001-95980000	1.99590163934426	1.99841017488076	2	2	2	2	2	2	2	1.99718309859155	2
3:107820001-147360000	2	2.9268680445151	2.78217821782178	2.09022556390977	2.95844155844156	2.90243902439024	2.79279279279279	2.25	2.71111111111111	2.92253521126761	2.92356687898089
3:162880001-189880000	3.13114754098361	3.11605723370429	3.03960396039604	3.15037593984962	3.43896103896104	3	3.56756756756757	3.22222222222222	3.08888888888889	3.1	3.11464968152866
4:200001-32740000	1	1.00794912559618	1	1	1	1	1	1	1	1.00281690140845	1
4:86940001-115240000	2.02049180327869	2.00476947535771	2.00990099009901	2.00751879699248	2.0051948051948	2	2.03603603603604	2	2	2.01408450704225	2.01273885350318
5:23520001-180920000	2	2	2	2	2	2	2	2	2	2	2
6:400001-18320000	2.52049180327869	2.83147853736089	2.8019801980198	2.78947368421053	2.81558441558442	2.24390243902439	2.85585585585586	2.80555555555556	2.64444444444444	2.83661971830986	2.87261146496815
6:18320001-111260000	3	3	3	3	3	2	3	3	3	3	3
6:122940001-148380000	2.96311475409836	2.98887122416534	2.99009900990099	2.99248120300752	2.99220779220779	2.95121951219512	2.98198198198198	2.97222222222222	2.95555555555556	2.9887323943662	2.98726114649682
7:120001-100780000	3	2	3	2	3	3	3	2	2	3	3
7:101120001-159300000	1.99590163934426	1.98569157392687	2	2	2	1.97560975609756	1.97297297297297	2	1.95555555555556	2	2
8:12600001-122560000	2	2	2	2	2	2	2	2	2	2	2
9:280001-40920000	1.96311475409836	1.98251192368839	1.95049504950495	1.98496240601504	1.97402597402597	2	1.97297297297297	1.94444444444444	1.97777777777778	1.9830985915493	1.99363057324841
9:122500001-138080000	1.98770491803279	1.98251192368839	1.98019801980198	1.96240601503759	1.98701298701299	2	1.97297297297297	1.97222222222222	2	1.9887323943662	1.98089171974522
10:40001-41820000	1.93032786885246	1.96820349761526	1.94059405940594	1.98496240601504	1.97402597402597	1.95121951219512	1.96396396396396	1.91666666666667	1.97777777777778	1.98028169014085	1.98089171974522
10:42060001-133540000	2	2	2	2	2	2	2	2	2	2	2
11:240001-27620000	1.88524590163934	1.98887122416534	1.97029702970297	1.53383458646617	1.98181818181818	2	1.95495495495495	1.52777777777778	1.91111111111111	1.98450704225352	1.99363057324841
11:27620001-50760000	2.38524590163934	2.07154213036566	2.06930693069307	2.17293233082707	2.31688311688312	2.04878048780488	2.28828828828829	2.19444444444444	2.06666666666667	2.05915492957746	2.03821656050955
11:60140001-134900000	3	2	2	3	3	2.02439024390244	3	3	2	2	2
