2175	2172	2174	2176	2182	2173	2181	2177	2178	2179	2180
1:840001-29060000	4.4845621257485	3.64482035928144	2.77806886227545	3.56452095808383	4.56822070145423	3.8315868263473	2.76457085828343	3.00693612774451	4.18687624750499	3.06029320669007	2.84306387225549
1:29060001-143700000	3.0212373167982	3.38244870349493	2.54878804960541	3.63397970687711	4.85807698502174	3.67632468996618	2.6608793686584	2.73767756482525	4.40939496429914	2.93580842047973	2.70360766629087
1:145680001-208240000	3.18471310058762	3.50521949533356	2.55301590044936	3.79374351883858	5.11920398992642	3.62962322848254	2.72874755156124	2.67039981564696	4.66839497637977	3.0076999177563	2.74541997926028
1:208240001-218100000	3.16956967213115	3.46508196721311	1.94748975409836	3.32459016393443	4.85714285714286	3.61372950819672	2.59972677595628	2.85286885245902	4.22814207650273	2.83988128886377	2.56181693989071
1:218520001-248400000	4.39501748251748	3.96903496503497	3.66258741258741	4.38762237762238	6.76623376623376	5.58076923076923	3.50713286713287	3.13365967365968	4.80815850815851	3.97325777670605	3.74615384615385
2:60001-32840000	3.4467721911856	3.49221601489758	2.60870577281192	3.53463687150838	4.77502881972156	3.61980136561142	2.78593006414235	2.78104696875647	4.49762052555349	3.02482929857231	3.17380509000621
2:32900001-88960000	3.12627409191994	3.48440326167532	2.63968680504077	3.64681245366938	4.95615800063539	3.57431430689399	2.79817148505065	2.70775883370398	4.2510501606128	2.97810638787352	3.18859649122807
2:91820001-242020000	3.10856063860252	3.40766895761741	2.58440721649485	3.5321735395189	4.51272295859925	3.59385738831615	2.7754104620084	2.68470790378007	4.64509354715541	2.86114567286803	2.58008781977854
3:40001-95980000	2.95124123191583	3.34474353353792	2.44791209995616	3.40032880315651	4.8743345650404	4.03912757562473	2.63660675142481	2.63849188952214	4.57387110916265	2.8326732074559	2.59776413853573
3:96220001-107820000	2.92352552816901	4.60450704225352	3.64524647887324	3.69330985915493	6.16146881287726	6.06778169014085	2.59213615023474	2.44260563380282	5.95774647887324	3.95695726080622	3.59976525821596
3:107820001-147360000	3.03746097814776	5.18118626430801	3.86426899063476	4.42726326742976	6.17020960309202	6.60561914672217	3.86739507457509	2.59784946236559	6.4190079778009	4.35622017295203	3.8976760319112
3:147800001-159400000	4.35206117021277	6.85858156028369	5.27304964539007	6.33457446808511	9.13019250253292	8.58156028368795	5.48640661938534	3.87588652482269	9.45744680851064	5.80759354365371	5.31412529550827
3:159560001-162760000	4.48998397435897	5.40153846153846	4.07371794871795	5.9	7.81135531135532	6.75320512820513	5.34871794871795	3.91196581196581	6.66666666666667	4.63837312113174	4.47222222222222
3:162880001-189880000	4.49853330809992	5.47152157456472	3.88351627554883	5.98591975775927	7.62398615767276	6.4216502649508	5.25490789805703	4.04340146353772	6.59449911683068	4.48502962750268	4.09109260661115
3:189880001-197960000	4.76207571801567	6.14297650130549	4.35802872062663	6.07806788511749	7.48675867213726	6.61357702349869	4.44177545691906	4.36675369886858	6.67188859878155	4.5787341316287	4.38729329852046
4:200001-32740000	1.46517630241423	1.68764930114358	1.29828462515883	1.62789072426938	2.37338899981848	1.54320203303685	1.24773401101228	1.32570944515036	1.96378653113088	1.39164439381326	1.30474375264719
4:33240001-5.7e+07	3.0116474543708	3.49052833813641	2.81508165225744	3.47982708933718	4.77370660079594	3.50528338136407	2.72840217739353	2.60089657380724	4.47550432276657	2.86362582397562	2.63304514889529
4:57260001-86680000	2.88940274841438	1.74539816772375	1.37121212121212	3.11501057082452	3.53216550890969	1.73255813953489	2.61348367394879	2.71759455015269	2.23396758280479	1.53971956939078	1.39628846605591
4:86940001-115240000	2.97589869281046	3.30088598402324	2.6381626724764	3.39941902687001	4.77808901338313	3.52432824981845	2.68966351972888	2.53163882837085	4.35415153715807	2.75256053890266	2.29000242072137
4:115480001-117740000	2.81869369369369	1.68324324324324	1.25675675675676	3.03063063063063	3.91634491634492	2.02702702702702	2.4954954954955	2.4	2	1.68903386144765	1.02552552552552
4:118000001-149400000	2.93762450199203	3.24329349269588	2.55237383798141	3.33638778220452	4.69986719787517	3.48339973439575	2.6937583001328	2.53979637007525	5.58277999114653	2.76603929111142	2.38933156263833
4:149800001-151660000	4.22708333333333	5.30222222222222	4.44027777777778	5.41222222222222	7.56190476190477	5.45555555555555	4.16666666666667	4.02	8.91481481481481	4.46666666666667	3.69259259259259
4:152080001-163680000	2.76173245614035	3.21031578947368	2.72719298245614	3.4578947368421	4.71729323308271	3.4359649122807	2.89251461988304	2.45286549707602	5.9953216374269	2.76164549304295	2.63070175438596
4:164020001-189880000	1.41038676236045	1.58162679425837	1.28708133971292	1.73301435406699	2.36409204830257	1.63995215311005	1.41998936735779	1.19016480595428	3.08320042530569	1.3664136831106	1.24548112706008
5:100001-23160000	4.61883720930232	4.77205581395349	3.78686046511628	5.31739534883721	6.71681063122924	4.90697674418604	3.77562790697674	3.55069767441861	6.28868217054264	3.97283079390537	3.63333333333333
