2195	2189	2190	2194	2188	2191	2192	2193
1:840001-103440000	2	2.02857142857143	2	2	2	2	2	2
1:103940001-125060000	3.95725190839695	4	4	3.97727272727273	3.95299145299145	3.93181818181818	4	3.96833013435701
1:145720001-248900000	3	3	3	2.90909090909091	3	3	3	3
2:1-154680000	3	2	3	3	3	3	3	3
2:166380001-241880000	2.99847328244275	3	2.95402298850575	3	2.91310541310541	2.95454545454545	3	3
3:100001-90300000	2	2	2.01149425287356	2.02272727272727	2	2	2	2
3:93700001-198080000	2	1.97142857142857	2	2	2	2	2	2
4:60001-131680000	2	2	2	2	2	2	2	2
5:160001-46300000	4.01984732824427	4.57142857142857	4	4.02272727272727	4.03703703703704	4.90909090909091	5	4.94817658349328
5:89540001-181260000	3	2.97142857142857	2	2	3	3	3	3
6:580001-170480000	2	2	2	2	2	2	2	2
7:3620001-125500000	4	4	4	4	4	4	3	4
7:125840001-159300000	1.99389312977099	2	1.98850574712644	2	1.99002849002849	2	1.83870967741935	1.98752399232246
8:200001-43740000	1.99541984732824	2	1.98850574712644	1.97727272727273	1.997150997151	1.95454545454545	2	1.99616122840691
8:46020001-88980000	4.27328244274809	4.4	4.01149425287356	4.22727272727273	4.42735042735043	4.29545454545455	4.25806451612903	4.03550863723608
8:124600001-144960000	5.35114503816794	5.4	5.33333333333333	5.34090909090909	5.53703703703704	5.38636363636364	5.41935483870968	5.3253358925144
9:22740001-138100000	2	2	2	2	2	2	2.03225806451613	2
10:21040001-108020000	4	4	4	4	4	3	4	4
10:108340001-133440000	4.93893129770992	4.88571428571429	4.86206896551724	4.95454545454545	4.92165242165242	4.68181818181818	4.83870967741935	4.92226487523992
11:260001-25080000	1.9969465648855	2	2	2	1.997150997151	1.97727272727273	1.96774193548387	1.99808061420345
11:55680001-67640000	1.99236641221374	1.97142857142857	2	2	1.997150997151	2	2	1.99520153550864
11:91780001-135020000	2.01832061068702	2	2.01149425287356	2	2.01139601139601	2.02272727272727	2	2
12:60001-34500000	2	2	2	2	2	2	2	2
12:38980001-64780000	2	2	2	2	2	2	2	2
12:101320001-133240000	2.0030534351145	2	2	2.02272727272727	2.0042735042735	2	2	2.00383877159309
13:18220001-81320000	2	2	2	1.97727272727273	2	1.97727272727273	2	1.99808061420345
14:19840001-32740000	2.92213740458015	2.97142857142857	2.83908045977011	2.88636363636364	2.8960113960114	2.93181818181818	2.93548387096774	2.9126679462572
14:60680001-106680000	2.99389312977099	2.94285714285714	3	2.04545454545455	2.99145299145299	2.70454545454545	3	2.98368522072937
15:19940001-44280000	2	2	2	2	2	2	2	1.99808061420345
15:52220001-79280000	1.99389312977099	1.94285714285714	2	2	1.997150997151	1.93181818181818	2	1.99712092130518
15:79780001-101780000	2.98320610687023	2.97142857142857	3	3	2.99287749287749	2.97727272727273	2.96774193548387	2.98560460652591
