2195	2189	2190	2194	2188	2191	2192	2193
1:840001-103440000	2.06451612903226	2	2.06976744186047	2	2	2	2.06060606060606	2.00980392156863
1:103940001-125060000	4	4	3.97674418604651	4	4	4	3.96969696969697	3.97385620915033
1:145720001-248900000	3	2.91666666666667	2.97674418604651	3	3	3	2.96969696969697	3
2:1-154680000	3	2	3	2.95918367346939	3	3	3	3
2:154980001-166060000	2.03225806451613	1.08333333333333	2.02325581395349	1.97959183673469	1.94117647058824	2	2	2.02941176470588
2:166380001-241880000	3	2	3.06976744186047	2.95918367346939	3	3	2.96969696969697	2.99673202614379
3:100001-90300000	2	2	2.27906976744186	2	2	2	2	2
3:90320001-91520000	2.12903225806452	2.20454545454545	2.36046511627907	2.13543599257885	2.3596256684492	2.33181818181818	2.29889807162534	2.20484254307784
3:93700001-198080000	2	2	2	2	2	2	2	2
4:60001-131680000	2	2	2	2	2	2	2	2
4:131900001-1.35e+08	0.032258064516129	0	0	0	0	0	0	0
4:135100001-189920000	2	1.91666666666667	1.97674418604651	1.97959183673469	2	1.85	1.93939393939394	2.01633986928105
5:160001-46300000	4.19354838709677	4.66666666666667	4.27906976744186	3.85714285714286	3.88235294117647	4.85	4.66666666666667	4.98692810457516
5:50260001-58840000	2.90322580645161	3	2.27906976744186	2.08163265306122	3.02941176470588	2.95	3	3
5:59140001-89300000	2	2	1.6046511627907	2	2	2	1.96969696969697	2
5:89540001-181260000	3	3	2	2	3	3	2.93939393939394	3
6:580001-170480000	2	2	2	2	2	2	2	2
7:100001-3280000	5.76778329197684	5.85630341880342	5.53831246273107	5.66718995290424	5.58974358974359	5.7176282051282	4.24261849261849	5.69934640522876
7:3620001-125500000	4	4	4	4	4	4	3	4
7:125840001-159300000	2	2	2.02325581395349	1.95918367346939	2	2.05	1.84848484848485	1.98039215686275
8:200001-43740000	2	2	2	2	2	2	2	2
8:46020001-88980000	4	4.16666666666667	4.09302325581395	4	5	3.95	3.96969696969697	4.01307189542484
8:89560001-92140000	3.92299687825182	4.07325268817204	3.96999249812453	3.90520078999342	4.84867172675522	3.99798387096774	3.83015640273705	3.91102677630192
8:92460001-103680000	2	1.91666666666667	2	1.95918367346939	2.02941176470588	2	2	1.97712418300654
8:103940001-124360000	4	4.08333333333333	4.09302325581395	3.93877551020408	4.94117647058824	3.85	3.96969696969697	3.97385620915033
8:124600001-144960000	5.29032258064516	5.16666666666667	5.13953488372093	5.04081632653061	6	5.05	5.36363636363636	5.12091503267974
9:260001-21060000	2	1.91666666666667	1.95348837209302	1.97959183673469	2	1.9	2	1.99673202614379
