2175	2172	2174	2176	2182	2173	2181	2177	2178	2179	2180
1:840001-29060000	2.9622641509434	2.00980392156863	1.95238095238095	2	2	2	2.03448275862069	2	2	2	2.02380952380952
1:29060001-143700000	2	1.99019607843137	2	2	2	2	2	2	2	2	2
1:145680001-208240000	2.0188679245283	2.00980392156863	1.95238095238095	2.07692307692308	2	2.14285714285714	1.98275862068966	2	2.05263157894737	2.02116402116402	2
1:208240001-218100000	1.9811320754717	2.00980392156863	1.9047619047619	1.92307692307692	2	2.07142857142857	2	2.03389830508475	1.78947368421053	1.97354497354497	1.9047619047619
1:218520001-248400000	2.90566037735849	2.15686274509804	2.80952380952381	2	3	2.85714285714286	2.91379310344828	2.08474576271186	2.10526315789474	2.86772486772487	2.5
2:60001-32840000	2.09433962264151	2.01960784313725	2	2	2	2.07142857142857	1.98275862068966	2	1.94736842105263	2	2.02380952380952
2:32900001-88960000	2	2	2	2	2	2	2	2	2	2.00529100529101	2
2:91820001-242020000	2	2	2	2	2	2	2	2	2	2	2
3:40001-95980000	2	2.01960784313725	2	2	2	2	1.96551724137931	2	2	2	2
3:96220001-107820000	2	2.97058823529412	3	2.30769230769231	2.64285714285714	2.85714285714286	2	2	2.89473684210526	2.97883597883598	3
3:107820001-147360000	2	3.00980392156863	3.04761904761905	2.61538461538462	2.57142857142857	2.92857142857143	3.05172413793103	2	2.89473684210526	3	3
3:147800001-159400000	3.05660377358491	3.97058823529412	3.97619047619048	3.46153846153846	3.78571428571429	4.14285714285714	4.03448275862069	3.05084745762712	3.84210526315789	4.00529100529101	4.04761904761905
3:159560001-162760000	3.04983067247218	3.07648315736551	3.05784493284493	3.15976331360947	3.03937728937729	3.23260073260073	4.05426613616269	3.01521077792264	2.94298245614035	3.04867046533713	3.09401709401709
3:162880001-189880000	3.05660377358491	3.02941176470588	3	3.07692307692308	3.07142857142857	3.21428571428571	4.05172413793103	3.03389830508475	2.94736842105263	3.00529100529101	3
3:189880001-197960000	3.0377358490566	2.99019607843137	3.07142857142857	2.92307692307692	2.92857142857143	3.28571428571429	3.06896551724138	3.03389830508475	2.94736842105263	3.04232804232804	2.95238095238095
4:200001-32740000	1	0.990196078431373	1.02380952380952	1	1	0.928571428571429	1.01724137931034	1	1	1	1
4:33240001-5.7e+07	1.9811320754717	2	2.02380952380952	2	2	2	2.01724137931034	2	2	2	2
4:57260001-86680000	2.0377358490566	1.02941176470588	1	1.69230769230769	1.35714285714286	1	2.01724137931034	1.98305084745763	1	1.00529100529101	1
4:86940001-115240000	2.0377358490566	1.98039215686275	2	1.92307692307692	2	2	2.01724137931034	2	2	2.00529100529101	2
4:115480001-117740000	2.03654597994221	1.09521285991874	1.09202059202059	1.54331254331254	1.52123552123552	1.14929214929215	2.02190121155638	1.98289815238968	1.0796586059744	1.08518041851375	1.13556413556414
4:118000001-149400000	2.0377358490566	1.99019607843137	1.97619047619048	1.92307692307692	2	2.28571428571429	2	2.01694915254237	2.15789473684211	2.01058201058201	2.04761904761905
4:149800001-151660000	2.93522012578616	2.85718954248366	2.89179894179894	2.68632478632479	2.90873015873016	3.05396825396825	2.90459770114943	2.85743879472693	3.10760233918129	2.80111699000588	2.80873015873016
4:152080001-163680000	2	2.04901960784314	2.02380952380952	1.92307692307692	2	2	2	2.03389830508475	2.10526315789474	2.01058201058201	2.11904761904762
4:164020001-189880000	1	1	1	1	1	1	1	1	1.05263157894737	1	1.04761904761905
5:100001-23160000	3	2.99019607843137	2.95238095238095	3	3.07142857142857	3	2.96551724137931	3.01694915254237	3	3.01058201058201	3
5:23520001-180920000	2	2	2	2	2	2	2	2	2	2	2
