2152	2154	2153	2155
1:13360001-229600000	3	3	3	3
2:10380001-77220000	4.00380228136882	4	4.00279329608939	4.01030927835052
2:94480001-141460000	2	2	2.00977653631285	2
2:141600001-238020000	3	3	3	3
3:20001-4.1e+07	3	3	3	3
3:41280001-59900000	2.96958174904943	3	2.98463687150838	2.97938144329897
3:84920001-126280000	3.93916349809886	3.94285714285714	3.96508379888268	3.93814432989691
3:130020001-167860000	4.91634980988593	4.91428571428571	4.94832402234637	4.87628865979381
3:169100001-184580000	4.92015209125475	4.97142857142857	4.95391061452514	4.90721649484536
4:100001-189960000	3	3	3	3
5:80001-59800000	2.99239543726236	2.97142857142857	2.99581005586592	3
5:61000001-180920000	3	3	3.00279329608939	3
6:260001-170480000	4	4	4	4
7:6980001-74700000	5	6	6	6
7:86500001-110660000	4.44106463878327	4.94285714285714	4.93296089385475	4.90721649484536
7:110700001-159240000	4.42965779467681	4.88571428571429	4.98603351955307	4.84536082474227
8:12600001-133020000	4	4	4	4
9:260001-38740000	3.98098859315589	4	3.98882681564246	3.95876288659794
9:42680001-137600000	4	4	4	4
10:120001-120240000	3	3	3	3
11:340001-34940000	2.00380228136882	2	2	2
11:50400001-66600000	3.94296577946768	3.97142857142857	3.98743016759777	3.96907216494845
11:66720001-83820000	4.84030418250951	4.97142857142857	4.93435754189944	4.82474226804124
11:95540001-134880000	6.93916349809886	6.97142857142857	6.97905027932961	6.98969072164948
12:120001-55640000	3.97338403041825	3.97142857142857	3.99441340782123	3.97938144329897
12:55800001-133140000	3.01140684410646	3	3	3
13:18800001-114300000	4	3	4	4
14:20060001-104060000	3	2.91428571428571	3	2.98969072164948
15:26660001-84140000	3.97718631178707	3.94285714285714	3.97905027932961	3.96907216494845
15:84520001-101820000	3.99239543726236	3.97142857142857	3.99301675977654	3.97938144329897
16:240001-34220000	3.85931558935361	3.94285714285714	3.95391061452514	3.90721649484536
16:46400001-90040000	3.85171102661597	3.82857142857143	3.95111731843575	3.90721649484536
17:7680001-18260000	3.893536121673	3.85714285714286	3.93435754189944	3.68041237113402
17:22100001-82940000	4.81368821292776	4.91428571428571	4.99860335195531	4
18:240001-80160000	3	3	3	3
19:380001-24240000	2	2	2	2
19:36300001-58540000	3.74144486692015	3.91428571428571	3.86731843575419	3.64948453608247
20:31240001-49400000	5.85931558935361	5.85714285714286	5.90782122905028	5.77319587628866
21:13800001-46480000	2.01520912547529	2.02857142857143	2.01536312849162	2.04123711340206
22:16080001-50600000	3.69201520912548	3.8	3.78631284916201	3.5979381443299
FO538757.2	0.505703422053232	0.428571428571429	0.445530726256983	0.484536082474227
AP006222.2	0.26615969581749	0.285714285714286	0.226256983240223	0.175257731958763
RP11-206L10.9	0.0190114068441065	0.0571428571428571	0.0125698324022346	0.0103092783505155
LINC00115	0.0342205323193916	0.0285714285714286	0.0293296089385475	0.0206185567010309
FAM41C	0.0798479087452472	0.114285714285714	0.0893854748603352	0.123711340206186
RP11-54O7.1	0.026615969581749	0	0.0139664804469274	0.0103092783505155
NOC2L	2.19391634980989	2.88571428571429	2.14664804469274	2.22680412371134
KLHL17	0.0684410646387833	0.0857142857142857	0.0600558659217877	0.0927835051546392
PLEKHN1	0.0950570342205323	0.0857142857142857	0.10195530726257	0.0721649484536082
HES4	0.00380228136882129	0	0.00139664804469274	0
ISG15	2.34600760456274	2.88571428571429	2.04050279329609	2.16494845360825
AGRN	1.04562737642586	1.42857142857143	0.846368715083799	0.814432989690722
RNF223	0.0570342205323194	0.0857142857142857	0.0837988826815642	0.0618556701030928
C1orf159	0.319391634980989	0.371428571428571	0.343575418994413	0.391752577319588
RP11-465B22.8	0.102661596958175	0.114285714285714	0.0740223463687151	0.103092783505155
TTLL10	0.0228136882129278	0	0.0391061452513966	0.0206185567010309
SDF4	4.80228136882129	6.31428571428571	4.65642458100559	4.5979381443299
B3GALT6	0.486692015209125	0.628571428571429	0.560055865921788	0.639175257731959
FAM132A	0.0304182509505703	0.0571428571428571	0.0223463687150838	0.0206185567010309
UBE2J2	2.22433460076046	2.48571428571429	2.17039106145251	1.87628865979381
